orig Songs Names,Sampling Song Names,Start of Sample,Start of sample in orig song
Sound of Da Police [ KRS-One ],Takeover [ Jay-Z ],"['1:22', '2:28', '4:18']",['0:36']
Sound of Da Police [ KRS-One ],"Welcome to My Hood [ DJ Khaled and T-Pain feat. Lil Wayne, Plies and Rick Ross ]",['1:40'],['0:00']
Sound of Da Police [ KRS-One ],La Haine [ Cut Killer ],['0:15'],['0:00']
Sound of Da Police [ KRS-One ],Party on Fifth Ave. [ Mac Miller ],['1:02'],['0:00']
Sound of Da Police [ KRS-One ],C-walk [ Kurupt feat. Tray Deee and Slip Capone ],"['1:39', '1:49']",['0:00']
Sound of Da Police [ KRS-One ],Chain on / Hold Me [ BROCKHAMPTON feat. JPEGMAFIA ],['2:05'],['0:01']
Sound of Da Police [ KRS-One ],Donda [ Kanye West ],['0:00'],['0:59']
Sound of Da Police [ KRS-One ],Sterne [ Shindy feat. Bushido ],['0:26'],['0:00']
Sound of Da Police [ KRS-One ],Mad Flava [ Fatboy Slim ],['1:14'],['0:00']
Sound of Da Police [ KRS-One ],Slim's Return [ Madlib ],['1:31'],['0:00']
Sound of Da Police [ KRS-One ],"Guns Don't Kill People, Rappers Do [ Goldie Lookin Chain ]",['0:56'],['0:00']
Sound of Da Police [ KRS-One ],Woop Woop [ Dooz Kawa ],['0:47'],['0:00']
Sound of Da Police [ KRS-One ],We Run N.Y. [ Redman feat. Hurricane G ],"['0:03', '1:20']",['0:36']
Sound of Da Police [ KRS-One ],Trouble [ Cypress Hill ],['0:07'],['0:00']
Sound of Da Police [ KRS-One ],Feed Me [ Tricky ],['1:21'],['0:20']
Sound of Da Police [ KRS-One ],We Run N.Y. [ French Montana feat. Fat Joe ],['0:06'],['0:35']
Give It Up or Turnit a Loose (Remix) [ James Brown ],100 Miles and Runnin' [ N.W.A ],['0:15'],"['4:59', '5:12']"
Give It Up or Turnit a Loose (Remix) [ James Brown ],Bring the Noise [ Public Enemy ],['0:50'],['0:11']
Give It Up or Turnit a Loose (Remix) [ James Brown ],Welcome to the Terrordome [ Public Enemy ],['0:05'],['4:59']
Give It Up or Turnit a Loose (Remix) [ James Brown ],Jungle Music [ Jeru the Damaja ],['3:18'],['4:29']
Give It Up or Turnit a Loose (Remix) [ James Brown ],Burn Hollywood Burn [ Public Enemy feat. Ice Cube and Big Daddy Kane ],['0:00'],['0:00']
Give It Up or Turnit a Loose (Remix) [ James Brown ],Nulife [ Cassius ],['1:01'],['4:23']
Give It Up or Turnit a Loose (Remix) [ James Brown ],Party People [ DJ Technics ],['5:09'],['4:56']
Give It Up or Turnit a Loose (Remix) [ James Brown ],A Knife and a Fork [ Information Society ],['0:02'],['0:02']
Give It Up or Turnit a Loose (Remix) [ James Brown ],Guess? Who? [ Doug E. Fresh ],['0:36'],['5:00']
Give It Up or Turnit a Loose (Remix) [ James Brown ],Gotch U [ Gang Starr ],['0:01'],['4:59']
Give It Up or Turnit a Loose (Remix) [ James Brown ],Clap Your Hands [ Overlord X ],"['0:01', '0:03']",['4:53']
Give It Up or Turnit a Loose (Remix) [ James Brown ],Who's the Boss [ Antoinette ],['1:05'],['4:59']
Give It Up or Turnit a Loose (Remix) [ James Brown ],To Da Break of Dawn [ LL Cool J ],['0:33'],['4:58']
Give It Up or Turnit a Loose (Remix) [ James Brown ],Use Me [ Steady B ],['0:51'],['4:20']
Give It Up or Turnit a Loose (Remix) [ James Brown ],Back by Popular Demand [ Kurtis Blow ],['0:22'],['4:59']
Give It Up or Turnit a Loose (Remix) [ James Brown ],Pure Righteousness [ Lakim Shabazz ],['1:16'],['4:24']
Love Sensation [ Loleatta Holloway ],Good Vibrations [ Marky Mark and the Funky Bunch feat. Loleatta Holloway ],"['0:33', '0:36']","['1:03', '1:40']"
Love Sensation [ Loleatta Holloway ],Ride on Time [ Black Box ],"['0:06', '0:08']","['0:54', '2:27']"
Love Sensation [ Loleatta Holloway ],Essence [ WizKid feat. Tems ],['0:08'],['0:53']
Love Sensation [ Loleatta Holloway ],You Little Beauty [ FISHER ],['0:30'],['0:47']
Love Sensation [ Loleatta Holloway ],Sweet Sensation [ Flo Rida ],"['0:00', '0:05', '0:09']","['1:03', '1:41', '1:49']"
Love Sensation [ Loleatta Holloway ],Move (You Make Me Feel So Good) [ Mo ],['0:45'],"['3:55', '4:00']"
Love Sensation [ Loleatta Holloway ],Bootleg Fireworks (Burning Up) [ Dillon Francis ],['0:35'],['1:22']
Love Sensation [ Loleatta Holloway ],Overtime [ Cash Cash ],"['1:59', '2:04', '2:24', '2:25', '2:29', '3:00', '3:05', '3:11', '3:20', '3:30']","['1:08', '1:00', '1:03', '1:41', '0:37', '0:54', '3:58', '4:02', '3:54', '0:47']"
Love Sensation [ Loleatta Holloway ],Gud Vibrations [ Slander and NGHTMRE ],['0:25'],['1:03']
Love Sensation [ Loleatta Holloway ],(You Got Me) Burnin' Up [ Cevin Fisher ],['0:00'],['0:21']
Love Sensation [ Loleatta Holloway ],Let's Get Brutal [ Nitro Deluxe ],['4:05'],['1:42']
Love Sensation [ Loleatta Holloway ],You Got Me Burnin' Up [ KCB ],"['0:09', '0:33']","['0:40', '0:48']"
Love Sensation [ Loleatta Holloway ],Take Me Away [ Cappella ],"['0:06', '0:48', '1:00']","['1:56', '4:06', '3:57']"
Love Sensation [ Loleatta Holloway ],Take Me Away [ Chase & Status ],['0:58'],['3:21']
Love Sensation [ Loleatta Holloway ],You Got Me Burnin' [ Cloud 9 ],['0:26'],['0:48']
Love Sensation [ Loleatta Holloway ],Grand Theft Auto [ Da Shootaz ],['0:32'],['1:43']
"Say It Loud, I'm Black and I'm Proud [ James Brown ]",Insane in the Brain [ Cypress Hill ],['0:06'],['0:00']
"Say It Loud, I'm Black and I'm Proud [ James Brown ]",They Reminisce Over You (T.R.O.Y.) [ Pete Rock & C.L. Smooth ],['0:33'],['0:01']
"Say It Loud, I'm Black and I'm Proud [ James Brown ]",Head Game [ 2 Versatile ],"['0:03', '0:39']","['0:00', '0:04']"
"Say It Loud, I'm Black and I'm Proud [ James Brown ]",Giannis [ Freddie Gibbs and Madlib feat. Anderson .Paak ],"['1:35', '1:41']","['0:01', '0:04']"
"Say It Loud, I'm Black and I'm Proud [ James Brown ]",Composure [ Nas feat. Hit-Boy ],['0:32'],['0:00']
"Say It Loud, I'm Black and I'm Proud [ James Brown ]",Legend Has It [ Run the Jewels ],['2:54'],['0:00']
"Say It Loud, I'm Black and I'm Proud [ James Brown ]",I Don't Know [ Slum Village and DJ Jazzy Jeff ],['1:11'],['0:02']
"Say It Loud, I'm Black and I'm Proud [ James Brown ]","Same Team, No Games [ Gang Starr feat. NYG'z and Hannibal Stax ]",['0:00'],['0:00']
"Say It Loud, I'm Black and I'm Proud [ James Brown ]",Turntable Genius [ One Cause One Effect ],['0:49'],['0:02']
"Say It Loud, I'm Black and I'm Proud [ James Brown ]",100 Miles and Runnin' [ N.W.A ],['0:43'],['0:00']
"Say It Loud, I'm Black and I'm Proud [ James Brown ]",What It's Like [ Everlast ],['2:42'],['0:00']
"Say It Loud, I'm Black and I'm Proud [ James Brown ]",We're All in the Same Gang [ West Coast Rap All Stars ],['0:10'],['0:00']
"Say It Loud, I'm Black and I'm Proud [ James Brown ]",Biscuit [ Portishead ],['0:14'],['0:01']
"Say It Loud, I'm Black and I'm Proud [ James Brown ]",Long Live the Kane [ Big Daddy Kane ],['0:13'],['0:00']
"Say It Loud, I'm Black and I'm Proud [ James Brown ]",Dedication [ Brand Nubian ],['0:02'],['0:02']
"Say It Loud, I'm Black and I'm Proud [ James Brown ]","Knuckles Theme (Sonic 3 Version) [ Brad Buxer, Bob Brooks, Howard Drossin, Geoff Grace, Doug Grigs III, Jun Senoue, Michael Jackson and Darryl Ross ]",['0:34'],['0:00']
I'm Good [ YG ],I Don't Fuck With You [ Big Sean feat. E-40 ],['0:46'],['2:29']
I'm Good [ YG ],Needed Me [ Rihanna ],['0:22'],['2:29']
I'm Good [ YG ],Ballin' [ DJ Mustard feat. Roddy Ricch ],['0:30'],['2:29']
I'm Good [ YG ],My Nigga [ YG feat. Jeezy and Rich Homie Quan ],['0:09'],['2:29']
I'm Good [ YG ],Post to Be [ Omarion feat. Chris Brown and Jhené Aiko ],['0:08'],['2:29']
I'm Good [ YG ],Show Me [ Kid Ink feat. Chris Brown ],['0:08'],['2:29']
I'm Good [ YG ],2 On [ Tinashe feat. ScHoolboy Q ],['0:04'],['2:29']
I'm Good [ YG ],Freaky Friday [ Lil Dicky feat. Chris Brown ],['1:54'],['2:29']
I'm Good [ YG ],She Don't [ Ella Mai feat. Ty Dolla $ign ],['0:17'],['2:29']
I'm Good [ YG ],Go Loko [ YG feat. Tyga and Jon Z ],['0:10'],['2:29']
I'm Good [ YG ],Or Nah [ Ty Dolla $ign feat. Wiz Khalifa and DJ Mustard ],['0:05'],['2:29']
I'm Good [ YG ],Love U Better [ Ty Dolla $ign feat. Lil Wayne and The-Dream ],['0:29'],['2:29']
I'm Good [ YG ],Whatever You Need [ Meek Mill feat. Chris Brown and Ty Dolla $ign ],['0:12'],['2:29']
I'm Good [ YG ],"Baguettes in the Face [ DJ Mustard feat. NAV, Playboi Carti and A Boogie Wit Da Hoodie ]",['0:17'],['2:29']
I'm Good [ YG ],FaceTime [ 21 Savage ],['0:09'],['2:29']
I'm Good [ YG ],Don't Tell 'Em [ Jeremih feat. YG ],['0:08'],['2:29']
Get on the Good Foot [ James Brown ],Freestyler [ Bomfunk MC's ],['1:56'],['0:02']
Get on the Good Foot [ James Brown ],B.O.B. [ OutKast ],['3:47'],['0:02']
Get on the Good Foot [ James Brown ],Breakfast @ Denny's [ Buckshot LeFonque feat. DJ Premier ],['0:16'],['0:02']
Get on the Good Foot [ James Brown ],Raw [ Big Daddy Kane ],['3:22'],['0:02']
Get on the Good Foot [ James Brown ],Hit Me [ Mystikal ],['0:07'],['0:00']
Get on the Good Foot [ James Brown ],Poppa Large (East Coast Mix) [ Ultramagnetic MC's ],['0:01'],['0:02']
Get on the Good Foot [ James Brown ],Hot Pink [ EXID ],['0:10'],['0:01']
Get on the Good Foot [ James Brown ],Freedom of Speak (We Got Three Minutes) [ De La Soul ],['0:12'],['0:03']
Get on the Good Foot [ James Brown ],Let's Get It On [ Infinite ],['3:14'],['0:02']
Get on the Good Foot [ James Brown ],New Generation [ The Classical Two ],['0:00'],['0:11']
Get on the Good Foot [ James Brown ],No Me Dejan Salir [ Charly García ],['0:11'],['0:02']
Get on the Good Foot [ James Brown ],Sexx [ Bad Boy Bill ],['0:01'],['0:02']
Get on the Good Foot [ James Brown ],Grand Piano [ The Mixmaster ],['1:57'],['0:02']
Get on the Good Foot [ James Brown ],O.P.P. (Ultimix Remix) [ Naughty  Nature ],['0:39'],['0:02']
Get on the Good Foot [ James Brown ],Get Up [ Nick Grant feat. WatchTheDuck ],['0:10'],['0:05']
Get on the Good Foot [ James Brown ],Co Cię Boli?! [ Peja and Slums Attack ],['3:15'],['0:02']
Sneakin' in the Back [ Tom Scott and The L.A. Express ],"Young, Wild & Free [ Snoop Dogg and Wiz Khalifa feat. Bruno Mars ]",['0:00'],['0:00']
Sneakin' in the Back [ Tom Scott and The L.A. Express ],Blue Lines [ Massive Attack ],['0:01'],['0:01']
Sneakin' in the Back [ Tom Scott and The L.A. Express ],Bells of War [ Wu-Tang Clan ],['0:02'],['0:01']
Sneakin' in the Back [ Tom Scott and The L.A. Express ],"Capítulo 4, Versículo 3 [ Racionais MC's ]",['0:27'],['0:01']
Sneakin' in the Back [ Tom Scott and The L.A. Express ],Alwayz Into Somethin' [ N.W.A ],['0:11'],['0:01']
Sneakin' in the Back [ Tom Scott and The L.A. Express ],Hailie's Song [ Eminem ],['0:03'],['0:00']
Sneakin' in the Back [ Tom Scott and The L.A. Express ],Shoop [ Salt-N-Pepa ],"['0:04', '0:21']",['0:03']
Sneakin' in the Back [ Tom Scott and The L.A. Express ],Chico's Groove [ The Chemical Brothers ],['0:30'],['0:01']
Sneakin' in the Back [ Tom Scott and The L.A. Express ],Soulja's Story [ 2Pac ],['0:01'],['0:01']
Sneakin' in the Back [ Tom Scott and The L.A. Express ],Aspettando Il Sole [ Neffa feat. Giuliano Palma ],['0:00'],['0:04']
Sneakin' in the Back [ Tom Scott and The L.A. Express ],Crenshaw and Slauson (True Story) [ Nipsey Hussle ],['7:56'],['0:00']
Sneakin' in the Back [ Tom Scott and The L.A. Express ],Lord Jazz Hit Me One Time (Make It Funky) [ Lords of the Underground ],['0:01'],['2:09']
Sneakin' in the Back [ Tom Scott and The L.A. Express ],Soul by the Pound [ Common ],['0:29'],['0:01']
Sneakin' in the Back [ Tom Scott and The L.A. Express ],Outro [ Big Sean ],['0:06'],['0:00']
Sneakin' in the Back [ Tom Scott and The L.A. Express ],Helt Alene [ Suspekt feat. Tina Dickow ],['0:30'],['0:00']
Sneakin' in the Back [ Tom Scott and The L.A. Express ],Dieu Reconnaîtra Les Siens [ DJ Cam ],['1:58'],['0:01']
